PMI1,PMI2,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,SpherocityIndex,PBF,values
-0.41626731406323253,-0.26011559611793883,1.3455105652355979,-0.6029509830683315,-1.9318956421696643,0.5850055129408309,0.1574809234069415,-1.3408832197487353,1
-0.2566198620633684,-0.17535502424839525,0.05239726313947575,-0.14760554511362317,-0.5481788400876818,-0.046892742808906984,0.23345177591097394,-0.0675266973479934,1
0.8859179843055898,0.014085317101114568,2.0781836946595464,-1.0469466127361153,0.08700236981305422,-0.13829179028967153,2.1325032146505563,2.278374743143524,1
-0.174179153427127,-0.10665599238216547,-0.3069303392953751,-0.34840663434215263,-0.11788173909665563,-0.08088868173600422,-0.9459598858948549,-1.0070470940540328,1
-0.08294258119734436,-0.0004425336089314183,-0.47566860517061493,0.4496126673977596,0.1916163568295657,-0.09359078406567313,-0.16423009561626684,0.2815704776737312,1
-0.3984927607054663,-0.25229624227171016,0.49815783144881487,-1.2890270922520994,-1.5572801320622822,0.23884804330371032,-0.052898263239119656,-1.321106544071113,1
-0.26804439018996135,-0.20624355032582076,0.7899104343886084,-0.2564153338561272,-1.0232199738449586,-0.041473080349374435,0.19660000570555636,-0.2598042038501204,1
-0.4225579853173023,-0.24042447179680554,-1.114644263184991,0.5236507557422982,-1.220931903181671,0.9805066148645429,-1.4380569516245043,-2.1248248296099495,1
-0.36098528144274944,-0.17197012387261779,-0.9832216587550162,0.33953597043346684,-0.4259605220265504,0.10352251416011199,-1.4488746514650166,-2.302503713651062,1
0.03590724177424529,-0.0014474013571808585,-0.0826596543771973,0.1735360959326457,0.38114361912539785,-0.10930294479609326,0.010231160689873309,0.577597178911373,1
-0.012300540218907675,-0.06108172470287757,0.4290175962526888,1.185393809475366,-0.1567905933114326,-0.09906784197266025,2.153199034095027,1.7000813346495862,1
6.478725011355915,1.469370187051799,1.2294809123964379,-1.5888733188476252,2.713677153128139,-0.14890869215087668,-0.20525603168613285,2.1561773570898977,1
-0.25916078046467234,-0.18502588345115006,0.19434476448662644,-0.3436440610201118,-0.5783182508245346,-0.047958263544584094,0.04463077549220371,-0.07860984129414457,1
0.21297968779956322,0.23322073143131306,-0.4829433973173406,0.6421443807210749,0.9279738648767427,-0.11896987036726282,0.08407087312393584,1.2482284817500227,1
0.07121046521293985,-0.13160161036885137,1.078761381225717,-1.582757697666146,-0.19568247250374327,-0.12021461058547307,-0.1282799418757129,-0.37455848694511223,1
0.14473804717192007,-0.14425956197458184,1.9645685935221266,-1.3388468119108656,-0.3868081738149092,-0.12312947041035872,1.0124843566153086,0.8767221530924934,1
-0.2553528050028678,-0.1416023837585647,-0.4142664192644334,0.0010844436605469243,-0.4111035177445373,-0.04573013962053322,-0.3613088089048774,-0.5931502587318329,1
1.0614760611039886,0.09124967388270472,1.774884156627988,-0.770577672574584,0.30215999978251623,-0.13936371620657442,1.7647858447104283,1.9521381772165405,1
0.039793660532892114,-0.1029193997856377,0.727425719337412,-0.6744927023131861,-0.09249623581696602,-0.11376911439550552,0.17656974992726013,0.30707583915209496,1
-0.20713056374798303,-0.16315691033088142,0.5395028178614738,0.8984114733516395,-0.5785663320238829,-0.05850219657653078,2.4623562986581833,0.819705631608472,1
-0.16275994765212118,-0.13053384644489371,0.015763627271469738,-0.41550571911647616,-0.33196069026672237,-0.08433919053986946,-0.580437993565606,-0.43539131492935723,1
-0.36557054249463355,-0.2161502631064637,-0.4585855475537267,-0.2819107126560938,-0.9717011441100163,0.0997257487946883,-1.114506223521661,-1.4483018693634933,1
-0.012972618862795705,0.5301135485239393,-1.2368255270558925,1.0815869878310178,1.7080113937333063,-0.09955350541972098,-0.9650966440932668,0.16662104980305112,1
-0.1875173829908075,0.04836553228152828,-0.985303540087693,0.7288360369651862,0.518946045949073,-0.06724187797142687,-0.463191746787695,-0.25161963671713056,1
-0.29911023689898825,-0.2113487561850651,0.6224031155583265,0.10442172270252602,-1.0651807532042241,-0.011485654543517897,1.6890821337789348,0.1318118771560665,1
0.11297737744034426,-0.11635209511284252,0.8661056818680158,-1.9016784366903279,0.18058579953879597,-0.1238977153820863,-1.00077004975452,-0.9925059574965474,1
-0.20752010834482565,-0.08313503330629375,-0.582381944309625,0.21209353424264207,-0.04766614672526939,-0.06522738568002413,-0.8808668012136828,-0.8153156629724064,1
-0.3734549616469118,-0.18346731081550444,-0.9692863342687589,0.8528642777663588,-0.6028740895404843,0.16839343606409712,0.2244068337652662,-0.8811228892067187,1
-0.2399352806358248,-0.14071318275997008,-0.3538590453517006,-0.24844406147406256,-0.3686342559744635,-0.056724570398693226,-0.8750271965388011,-0.9167136168691271,1
1.0249307332061286,0.5433698061120595,-0.004529445051123944,0.49627989320636945,1.438346564523974,-0.13705207374301093,0.6382912177747643,2.228963822791376,1
0.6803814477167183,0.13758478905644272,0.6274649376295534,-0.5543068638108398,0.4430582573472568,-0.1348988025250496,0.44199499354346167,1.1484282827839736,1
-0.2611182317253614,-0.22525038328283056,1.1792727851010871,-2.2067615468345307,-0.9692683434797077,-0.0710782047503039,-0.6051095536618127,-1.1582797467623065,1
-0.23785175125637734,-0.14038295682136148,-0.34193686995106937,-0.24463128097192002,-0.3607112303510061,-0.05764980510634683,-0.7874882272540106,-0.8676611207769436,1
0.03202191128254076,-0.1366037001652683,1.1515275608667326,-1.1139844511240915,-0.266358286389796,-0.1153284620445115,0.5766282107138503,0.5131602037752924,1
-0.22025917187564653,-0.1600158059121603,0.3863952868838833,1.086819963490952,-0.5878370289154708,-0.05098979814120997,3.1440152760958013,1.2159640013928563,1
0.03326384810600545,-0.10283042902012857,0.6634724986965129,-0.761170368315592,-0.10758346748585167,-0.11368145132696442,0.13526625893238126,0.34948471679189796,1
-0.018261522486236033,0.15109528067581324,-0.7517084949865513,0.9180511544202424,0.6886142129164945,-0.09981260127989329,-0.05473897247125235,0.8371589438574698,1
